UserId,Weather,Season,Event,Clothing,Rating
24,Humid,Fall,Home,Joggers,2.9
24,Cloudy,Winter,Casual,Sweatshirt,3.2
25,Rainy,Fall,Hiking,Coat,3.7
25,Windy,Fall,Date,Henley,3.3
25,Humid,Summer,Casual,Shorts,3.4
25,Windy,Fall,Home,Track pants,3.9
25,Sunny,Winter,Casual,Hoodie,2.1
25,Cloudy,Spring,Party,Henley,3.5
25,Humid,Fall,Hiking,Cargo pants,2.7
25,Sunny,Summer,Gym,Tank top,4.3
25,Humid,Spring,Home,Polo,4
25,Snowy,Winter,Business,Button-down shirt,3.8
26,Windy,Spring,Business,Cardigan,3.2
26,Snowy,Winter,Casual,Coat,4.2
26,Sunny,Spring,Business,Blazer,3.4
26,Snowy,Winter,Date,Button-down shirt,3.7
26,Snowy,Winter,Beach,Shorts,1.1
26,Humid,Spring,Sleep,Tank top,3.7
26,Windy,Summer,Date,Cardigan,2.6
26,Rainy,Winter,Business,Button-down shirt,3.3
26,Snowy,Winter,Gym,Sweatshirt,4.7
26,Snowy,Winter,Home,Joggers,4.3
27,Cloudy,Fall,Casual,Chinos,3.5
27,Windy,Winter,Beach,Tank top,2.4
27,Humid,Fall,Casual,Button-down shirt,3.9
27,Rainy,Fall,Gym,Hoodie,3.5
27,Sunny,Spring,Casual,Henley,3.4
27,Windy,Spring,Casual,Long-sleeve shirt,3.2
27,Snowy,Fall,Casual,Joggers,3.9
27,Snowy,Winter,Home,Cardigan,3
27,Cloudy,Winter,Date,Cardigan,4.1
27,Snowy,Winter,Travel,Long-sleeve shirt,3.9
28,Cloudy,Summer,Casual,Hoodie,4.1
28,Windy,Spring,Home,Sweatshirt,4.5
28,Cloudy,Spring,Hiking,Polo,3.1
28,Rainy,Spring,Home,Cardigan,3.4
28,Windy,Fall,Business,Cardigan,3.2
28,Snowy,Fall,Home,Cardigan,4
28,Cloudy,Fall,Casual,Track pants,3.8
28,Snowy,Winter,Home,Long-sleeve shirt,3.7
28,Snowy,Winter,Travel,Coat,4.6
28,Sunny,Fall,Business,Long-sleeve shirt,2.5
29,Humid,Spring,Casual,T-shirt,4.5
29,Humid,Fall,Party,Blazer,3.2
29,Rainy,Fall,Beach,Shorts,1.8
29,Snowy,Fall,Business,Blazer,2.3
29,Windy,Summer,Date,Chinos,4
29,Snowy,Winter,Business,Long-sleeve shirt,3.4
29,Snowy,Winter,Casual,Coat,4.3
29,Sunny,Summer,Travel,Henley,3.5
29,Humid,Summer,Gym,Shorts,3.4
29,Snowy,Winter,Gym,Cargo pants,2.6
30,Sunny,Spring,Hiking,Coat,1.4
30,Sunny,Summer,Casual,Jeans,4.2
30,Sunny,Summer,Gym,Cargo pants,3.7
30,Sunny,Summer,Home,Hoodie,2.5
30,Windy,Fall,Beach,Shorts,2.9
30,Sunny,Spring,Casual,Hoodie,2
30,Rainy,Spring,Casual,Cardigan,3.2
30,Humid,Spring,Gym,Shorts,3.2
30,Humid,Spring,Home,Sweatshirt,2.6
30,Cloudy,Winter,Hiking,Cargo pants,3
31,Snowy,Winter,Casual,Long-sleeve shirt,2.9
31,Sunny,Spring,Gym,Joggers,3.9
31,Humid,Spring,Home,Polo,3.7
31,Humid,Spring,Casual,Cardigan,3.5
31,Cloudy,Spring,Casual,Chinos,4.3
31,Snowy,Winter,Home,Sweatshirt,4.2
31,Rainy,Summer,Travel,Jeans,3.3
31,Windy,Spring,Casual,Track pants,4.1
31,Rainy,Fall,Casual,Long-sleeve shirt,3.4
31,Snowy,Winter,Hiking,Coat,4.9
32,Windy,Spring,Business,Blazer,3.7
32,Cloudy,Winter,Home,Cardigan,4.3
32,Windy,Spring,Beach,Shorts,3.3
32,Snowy,Winter,Hiking,Cargo pants,3.2
32,Cloudy,Fall,Hiking,Cargo pants,4.1
32,Snowy,Winter,Casual,Joggers,4.4
32,Rainy,Spring,Home,Sweatshirt,3.6
32,Rainy,Fall,Party,Chinos,2.6
32,Humid,Summer,Casual,Shorts,4.1
32,Snowy,Fall,Date,Jeans,5
33,Humid,Summer,Travel,Polo,3.7
33,Sunny,Fall,Home,Polo,4.3
33,Windy,Fall,Date,Coat,4.8
33,Snowy,Fall,Casual,Button-down shirt,3.3
33,Snowy,Winter,Gym,T-shirt,2.4
33,Snowy,Winter,Home,Polo,2.1
33,Cloudy,Fall,Casual,Coat,3.9
33,Snowy,Fall,Hiking,Long-sleeve shirt,4.2
33,Humid,Summer,Travel,Cargo pants,3.1
33,Cloudy,Summer,Beach,Shorts,3.8
34,Sunny,Summer,Business,Long-sleeve shirt,2.5
34,Humid,Summer,Date,Cardigan,4.5
34,Humid,Summer,Home,Long-sleeve shirt,2.7
34,Sunny,Summer,Business,Button-down shirt,3.7
34,Humid,Spring,Casual,Cardigan,4.3
34,Sunny,Spring,Business,Coat,2.2
34,Cloudy,Spring,Hiking,Windbreaker,3.6
34,Rainy,Spring,Hiking,Sweatshirt,3.6
34,Windy,Spring,Home,Henley,3.3
34,Sunny,Summer,Hiking,Jeans,3.7
35,Rainy,Spring,Casual,Shorts,2.4
35,Rainy,Winter,Hiking,Sweatshirt,3.4
35,Cloudy,Winter,Gym,Joggers,3.4
35,Sunny,Spring,Casual,Joggers,3.8
35,Humid,Winter,Travel,Cargo pants,2.7
35,Snowy,Winter,Hiking,Windbreaker,4.5
35,Cloudy,Fall,Business,Chinos,4
35,Snowy,Winter,Business,Cardigan,3.3
35,Snowy,Winter,Beach,Shorts,1.1
35,Snowy,Fall,Gym,Windbreaker,3.9
36,Humid,Summer,Date,Cardigan,2.5
36,Humid,Spring,Date,Jeans,2.9
36,Windy,Fall,Gym,Tank top,2.9
36,Humid,Summer,Beach,Shorts,4.2
36,Cloudy,Spring,Hiking,Sweatshirt,3.9
36,Cloudy,Summer,Travel,Sweatshirt,4
36,Windy,Spring,Party,Blazer,3.5
36,Humid,Fall,Party,Polo,3.9
36,Humid,Summer,Home,Tank top,4
36,Snowy,Fall,Home,Tank top,1.6
37,Humid,Fall,Casual,Polo,3.1
37,Cloudy,Spring,Date,Coat,4.1
37,Rainy,Winter,Casual,Hoodie,3.3
37,Windy,Spring,Gym,Windbreaker,4.5
37,Cloudy,Fall,Travel,Henley,3.4
37,Snowy,Fall,Home,Cardigan,4.1
37,Cloudy,Spring,Business,Button-down shirt,3.7
37,Sunny,Spring,Gym,Polo,4.6
37,Rainy,Spring,Travel,Jeans,4.5
37,Windy,Winter,Casual,Windbreaker,4.1
38,Snowy,Winter,Home,T-shirt,1.5
38,Sunny,Summer,Casual,Joggers,2.7
38,Humid,Fall,Party,Blazer,3.2
38,Humid,Summer,Casual,Windbreaker,2.2
38,Rainy,Fall,Casual,Shorts,1
38,Windy,Summer,Travel,Coat,4.9
38,Rainy,Spring,Casual,Long-sleeve shirt,4
38,Snowy,Winter,Business,Cardigan,4
38,Sunny,Summer,Sleep,Polo,3.6
38,Sunny,Summer,Casual,Cardigan,3.5
39,Sunny,Fall,Date,Button-down shirt,3.4
39,Windy,Fall,Beach,Polo,3.1
39,Cloudy,Fall,Gym,Cargo pants,3.6
39,Humid,Fall,Gym,Polo,4.3
39,Humid,Fall,Business,Button-down shirt,3.8
39,Windy,Spring,Date,Chinos,4.4
39,Cloudy,Summer,Home,Tank top,3
39,Rainy,Spring,Home,Joggers,2.9
39,Rainy,Summer,Casual,Windbreaker,4.1
39,Humid,Summer,Casual,Windbreaker,2.8
40,Humid,Summer,Casual,Windbreaker,2.1
40,Cloudy,Summer,Travel,Hoodie,5
40,Snowy,Spring,Hiking,Long-sleeve shirt,3.8
40,Humid,Summer,Beach,T-shirt,3.1
40,Cloudy,Fall,Travel,Sweatshirt,4.5
40,Windy,Winter,Home,Hoodie,3.1
40,Windy,Spring,Home,Hoodie,4.2
40,Rainy,Spring,Travel,Coat,4.7
40,Windy,Winter,Casual,T-shirt,2.4
40,Rainy,Spring,Business,Polo,3.6
41,Rainy,Spring,Travel,Button-down shirt,3.5
41,Sunny,Winter,Hiking,Polo,3.5
41,Rainy,Winter,Date,Coat,3.5
41,Cloudy,Spring,Casual,Tank top,2.2
41,Snowy,Winter,Home,Track pants,3.2
41,Sunny,Spring,Beach,Shorts,4.2
41,Cloudy,Spring,Sleep,Track pants,3.9
41,Snowy,Winter,Gym,Track pants,3.3
41,Windy,Spring,Gym,Tank top,2.6
41,Humid,Spring,Sleep,Track pants,3
42,Humid,Summer,Gym,T-shirt,3.1
42,Snowy,Winter,Travel,Jeans,3.9
42,Sunny,Summer,Gym,Shorts,4.6
42,Snowy,Winter,Travel,Long-sleeve shirt,4.3
42,Cloudy,Fall,Sleep,Polo,3.1
42,Cloudy,Summer,Hiking,Cargo pants,4.1
42,Snowy,Winter,Gym,Track pants,3.4
42,Windy,Summer,Date,Chinos,3.1
42,Humid,Summer,Business,Button-down shirt,3.8
42,Humid,Summer,Casual,Cargo pants,3.6
43,Rainy,Spring,Casual,Chinos,3.4
43,Rainy,Summer,Travel,Chinos,3.2
43,Snowy,Winter,Date,Jeans,3.8
43,Sunny,Summer,Business,Coat,1.6
43,Humid,Summer,Business,Blazer,2.7
43,Rainy,Winter,Beach,Shorts,1.1
43,Sunny,Summer,Casual,Long-sleeve shirt,2.9
43,Humid,Winter,Casual,Windbreaker,3.2
43,Windy,Fall,Gym,Tank top,2.4
43,Windy,Fall,Casual,Cargo pants,3.5
44,Sunny,Fall,Business,Chinos,3.5
44,Humid,Spring,Business,Chinos,4.2
44,Humid,Summer,Casual,Tank top,5
44,Windy,Spring,Home,Cardigan,3
44,Windy,Fall,Home,Track pants,3.3
44,Humid,Summer,Casual,Shorts,3.3
44,Sunny,Summer,Hiking,Windbreaker,3.3
44,Cloudy,Spring,Travel,Button-down shirt,4.1
44,Windy,Winter,Home,Sweatshirt,4.7
44,Windy,Spring,Travel,Cargo pants,3
45,Humid,Summer,Business,Blazer,2.1
45,Cloudy,Spring,Home,Cardigan,4.4
45,Cloudy,Fall,Casual,T-shirt,2.8
45,Rainy,Spring,Casual,Jeans,3.1
45,Humid,Summer,Casual,T-shirt,3.1
45,Windy,Spring,Travel,Hoodie,3.8
45,Snowy,Winter,Travel,Coat,4.2
45,Cloudy,Spring,Business,Coat,4.2
45,Windy,Spring,Travel,Long-sleeve shirt,4.3
45,Rainy,Winter,Travel,Henley,3.6
46,Sunny,Summer,Travel,Long-sleeve shirt,2.5
46,Humid,Summer,Business,Chinos,3.5
46,Snowy,Winter,Business,Chinos,2.9
46,Windy,Spring,Business,Button-down shirt,3
46,Sunny,Spring,Casual,Cardigan,3
46,Windy,Fall,Casual,Shorts,2.8
46,Cloudy,Winter,Home,Tank top,2.3
46,Windy,Summer,Gym,Tank top,1.5
46,Cloudy,Summer,Gym,Hoodie,4.7
46,Cloudy,Spring,Date,Cardigan,3.5
47,Sunny,Summer,Gym,Shorts,4.6
47,Rainy,Summer,Sleep,Polo,3.3
47,Humid,Winter,Travel,Sweatshirt,2.3
47,Humid,Spring,Travel,Windbreaker,2.1
47,Humid,Summer,Home,Tank top,4.2
47,Snowy,Winter,Business,Long-sleeve shirt,4.2
47,Windy,Spring,Business,Chinos,3.9
47,Humid,Summer,Date,Chinos,3.1
47,Snowy,Winter,Casual,T-shirt,2.9
47,Rainy,Fall,Sleep,Joggers,3.7
48,Cloudy,Fall,Casual,Long-sleeve shirt,3.9
48,Sunny,Summer,Casual,Sweatshirt,2.2
48,Snowy,Winter,Gym,Track pants,3.1
48,Cloudy,Fall,Casual,Coat,3.3
48,Rainy,Fall,Travel,Long-sleeve shirt,3.8
48,Sunny,Fall,Gym,Track pants,3.3
48,Cloudy,Spring,Hiking,Windbreaker,4.1
48,Humid,Winter,Date,Polo,3.4
48,Rainy,Fall,Business,Blazer,2.3
48,Windy,Fall,Gym,Polo,3.6
49,Humid,Spring,Home,Long-sleeve shirt,2.3
49,Humid,Summer,Casual,Shorts,3.7
49,Windy,Fall,Gym,Joggers,3.5
49,Windy,Spring,Date,Coat,4.8
49,Humid,Spring,Travel,Coat,1.2
49,Sunny,Spring,Casual,Shorts,4.2
49,Cloudy,Spring,Business,Blazer,3.4
49,Cloudy,Fall,Gym,Track pants,3.1
49,Snowy,Winter,Home,Joggers,2.6
49,Cloudy,Fall,Travel,Cardigan,3.1
50,Sunny,Fall,Gym,Track pants,3.1
50,Windy,Spring,Casual,Cargo pants,4.4
50,Humid,Summer,Gym,Tank top,4.2
50,Windy,Fall,Gym,Hoodie,3.6
50,Snowy,Winter,Casual,Track pants,3.2
50,Sunny,Spring,Gym,Joggers,2.2
50,Cloudy,Fall,Hiking,Long-sleeve shirt,4
50,Rainy,Fall,Beach,Tank top,1.4
50,Snowy,Winter,Travel,Joggers,3.5
50,Windy,Fall,Date,Henley,3.5
